SBD,Toán,Ngữ Văn,Ngoại Ngữ,Vật Lý,Hóa Học,Sinh Học,Lịch Sử,Địa Lý,GDCD,KHTN,KHXH
56002611,3.0,5.5,3.0,-1,-1,-1,6.0,5.5,7.25,-1,6.25
56002612,8.0,6.75,9.4,6.75,4.75,6.25,-1,-1,-1,5.92,-1
56002613,5.2,5.25,4.2,3.75,3.75,5.25,6.0,7.0,8.75,4.25,7.25
56002614,6.0,4.5,3.6,4.75,4.5,4.0,-1,-1,-1,4.42,-1
56002615,3.2,5.0,2.2,3.0,5.25,4.5,-1,-1,-1,4.25,-1
56002616,4.8,5.5,3.2,-1,-1,-1,4.75,5.75,7.5,-1,6.0
56002617,6.8,6.0,4.8,5.75,6.0,3.5,-1,-1,-1,5.08,-1
56002618,3.4,4.5,4.8,4.75,3.25,4.5,-1,-1,-1,4.17,-1
56002619,5.2,5.5,4.2,4.75,3.0,4.75,-1,-1,-1,4.17,-1
56002620,6.4,6.0,2.4,6.25,5.25,5.25,-1,-1,-1,5.58,-1
56002621,5.0,6.0,3.0,-1,-1,-1,4.75,6.5,7.5,-1,6.25
56002622,6.8,6.5,3.8,-1,-1,-1,5.75,8.75,8.5,-1,7.67
56002623,4.4,5.0,3.4,-1,-1,-1,2.75,5.5,8.5,-1,5.58
56002624,6.6,5.0,5.0,5.25,3.0,5.0,-1,-1,-1,4.42,-1
56002625,7.0,5.75,4.2,5.5,6.75,6.5,-1,-1,-1,6.25,-1
56002626,7.2,5.5,3.4,5.0,6.75,4.75,-1,-1,-1,5.5,-1
56002627,5.6,5.25,4.0,4.75,5.25,3.5,-1,-1,-1,4.5,-1
56002628,5.4,4.5,7.4,-1,-1,-1,5.0,7.5,8.5,-1,7.0
56002629,5.8,4.5,4.0,5.0,5.5,5.5,-1,-1,-1,5.33,-1
56002630,2.0,4.25,2.6,2.0,3.0,3.25,-1,-1,-1,2.75,-1
56002631,3.0,4.5,3.4,-1,-1,-1,4.5,6.25,8.25,-1,6.33
56002632,6.0,3.5,4.0,4.0,4.25,3.25,-1,-1,-1,3.83,-1
56002633,6.6,5.25,6.6,3.75,4.5,4.75,-1,-1,-1,4.33,-1
56002634,3.0,4.5,2.6,-1,-1,-1,3.5,5.0,7.5,-1,5.33
56002635,4.4,4.0,3.4,-1,-1,-1,5.75,8.75,8.25,-1,7.58
56002636,6.8,5.25,6.2,-1,-1,-1,7.75,8.25,8.25,-1,8.08
56002637,3.6,3.75,2.2,-1,-1,-1,5.5,7.25,6.75,-1,6.5
56002638,6.6,4.25,5.0,6.25,3.5,4.75,-1,-1,-1,4.83,-1
56002639,7.4,5.25,4.4,7.0,6.75,6.75,-1,-1,-1,6.83,-1
56002640,3.0,3.5,3.0,-1,-1,-1,3.75,6.5,7.0,-1,5.75
56002641,4.4,5.0,3.4,5.0,3.75,3.75,-1,-1,-1,4.17,-1
56002642,4.4,4.5,2.6,-1,-1,-1,3.5,4.75,6.5,-1,4.92
56002643,3.8,3.5,2.0,-1,-1,-1,3.25,5.75,8.5,-1,5.83
56002644,4.6,3.5,2.4,-1,-1,-1,4.75,7.25,7.0,-1,6.33
56002645,6.2,5.75,5.0,-1,-1,-1,4.5,7.75,8.0,-1,6.75
56002646,5.2,3.5,3.0,-1,-1,-1,4.25,7.5,6.5,-1,6.08
56002647,5.6,4.0,3.0,4.5,5.75,3.75,-1,-1,-1,4.67,-1
56002648,4.6,4.0,4.2,-1,-1,-1,3.0,7.75,9.0,-1,6.58
56002649,6.6,5.75,7.0,3.75,6.0,5.75,-1,-1,-1,5.17,-1
56002650,4.6,5.25,3.4,-1,-1,-1,6.5,8.0,7.75,-1,7.42
56002651,3.6,4.0,2.0,-1,-1,-1,3.75,5.25,8.25,-1,5.75
56002652,5.6,4.0,4.8,3.5,5.0,5.5,-1,-1,-1,4.67,-1
56002653,4.4,2.5,2.0,-1,-1,-1,4.0,6.25,8.0,-1,6.08
56002654,6.4,3.25,5.8,4.5,6.25,5.5,-1,-1,-1,5.42,-1
56002655,2.8,2.25,2.8,-1,-1,-1,3.25,5.75,7.75,-1,5.58
56002656,4.0,3.75,3.6,-1,-1,-1,5.5,7.5,8.75,-1,7.25
56002657,6.8,4.0,3.0,4.25,5.25,5.5,-1,-1,-1,5.0,-1
56002658,4.4,4.5,3.6,-1,-1,-1,4.75,5.75,6.75,-1,5.75
56002659,5.8,3.75,2.4,-1,-1,-1,3.25,5.25,7.0,-1,5.17
56002660,2.8,4.5,3.0,-1,-1,-1,5.25,6.25,7.25,-1,6.25
56002661,7.4,5.0,6.4,7.25,4.5,5.75,-1,-1,-1,5.83,-1
56002662,8.0,6.5,6.4,7.5,8.25,6.5,-1,-1,-1,7.42,-1
56002663,6.8,7.0,6.2,6.5,7.25,5.5,-1,-1,-1,6.42,-1
56002664,5.6,6.75,5.6,4.75,3.5,5.25,-1,-1,-1,4.5,-1
56002665,3.2,2.75,3.2,-1,-1,-1,3.75,3.75,8.25,-1,5.25
56002666,4.6,3.75,3.0,-1,-1,-1,2.75,5.5,6.75,-1,5.0
56002667,6.0,4.25,3.6,4.5,5.5,4.5,-1,-1,-1,4.83,-1
56002668,4.8,4.25,2.6,-1,-1,-1,3.5,6.25,8.25,-1,6.0
56002669,5.0,3.5,2.6,5.25,4.75,5.75,-1,-1,-1,5.25,-1
56002670,5.4,3.75,3.0,-1,-1,-1,3.0,4.5,7.0,-1,4.83
56002671,5.8,7.0,7.0,-1,-1,-1,5.75,8.25,7.75,-1,7.25
56002672,4.8,3.75,3.6,-1,-1,-1,5.5,7.0,7.5,-1,6.67
56002673,4.6,5.5,3.6,4.25,4.0,4.5,-1,-1,-1,4.25,-1
56002674,7.2,5.5,3.6,7.0,6.5,3.75,-1,-1,-1,5.75,-1
56002675,7.0,4.5,3.6,3.75,5.25,6.5,-1,-1,-1,5.17,-1
56002676,4.0,3.75,3.0,-1,-1,-1,4.0,7.0,7.0,-1,6.0
56002677,4.0,4.25,2.8,-1,-1,-1,2.75,4.0,7.5,-1,4.75
56002678,7.0,7.0,5.0,5.0,6.25,7.25,-1,-1,-1,6.17,-1
56002679,6.8,6.5,5.6,-1,-1,-1,6.75,7.75,8.25,-1,7.58
56002680,5.6,5.25,4.4,-1,-1,-1,4.75,6.25,8.5,-1,6.5
56002681,4.0,6.25,4.0,-1,-1,-1,4.75,4.75,6.5,-1,5.33
56002682,5.0,6.0,5.0,5.5,1.5,4.5,4.25,7.75,8.5,3.83,6.83
56002683,6.6,5.75,6.8,-1,-1,-1,6.0,7.25,9.25,-1,7.5
56002684,2.6,3.5,3.0,-1,-1,-1,3.5,5.75,7.25,-1,5.5
56002685,3.6,4.0,2.6,-1,-1,-1,4.25,6.5,7.5,-1,6.08
56002686,7.2,5.0,4.8,7.0,6.75,6.0,-1,-1,-1,6.58,-1
56002687,3.6,3.25,3.8,-1,-1,-1,3.75,5.25,7.75,-1,5.58
56002688,5.4,6.5,2.6,-1,-1,-1,4.75,5.75,8.75,-1,6.42
56002689,4.4,6.5,4.6,-1,-1,-1,3.75,7.25,8.25,-1,6.42
56002690,5.2,7.5,4.4,-1,-1,-1,3.5,8.0,8.5,-1,6.67
56002691,6.4,5.25,4.2,6.0,5.5,2.5,-1,-1,-1,4.67,-1
56002692,5.2,4.5,3.6,-1,-1,-1,4.5,5.0,6.75,-1,5.42
56002694,6.6,4.0,5.2,4.5,5.0,5.5,-1,-1,-1,5.0,-1
56002695,5.2,5.25,3.8,4.0,5.25,5.5,-1,-1,-1,4.92,-1
56002696,6.8,6.5,3.6,6.0,5.75,3.75,-1,-1,-1,5.17,-1
56002697,6.2,7.0,6.2,-1,-1,-1,6.0,7.75,7.75,-1,7.17
56002698,2.4,3.75,3.6,-1,-1,-1,3.0,6.0,7.0,-1,5.33
56002699,7.4,6.0,4.4,4.5,6.75,7.0,-1,-1,-1,6.08,-1
56002700,4.0,6.0,3.2,-1,-1,-1,6.5,5.75,7.75,-1,6.67
56002701,8.2,5.25,5.0,4.0,8.0,7.25,-1,-1,-1,6.42,-1
56002702,4.8,5.0,3.6,2.25,3.25,3.25,2.75,5.75,8.0,2.92,5.5
56002703,5.2,6.5,4.4,5.25,5.0,4.5,-1,-1,-1,4.92,-1
56002704,6.6,6.5,5.4,-1,-1,-1,4.75,7.25,8.5,-1,6.83
56002705,7.0,8.0,7.4,-1,-1,-1,8.5,9.75,9.5,-1,9.25
56002706,5.8,4.75,3.6,6.5,6.0,5.0,-1,-1,-1,5.83,-1
56002707,6.6,6.75,4.8,5.75,7.5,7.0,-1,-1,-1,6.75,-1
56002708,6.4,6.75,4.8,-1,-1,-1,6.25,6.75,8.5,-1,7.17
56002709,2.8,4.75,4.2,-1,-1,-1,5.5,5.25,7.5,-1,6.08
56002710,3.2,5.0,3.8,-1,-1,-1,4.0,7.25,7.5,-1,6.25
56002711,5.4,5.0,2.8,-1,-1,-1,4.5,6.25,7.5,-1,6.08
56002712,5.0,3.25,3.0,-1,-1,-1,4.25,6.75,8.25,-1,6.42
56002713,2.8,5.5,3.0,-1,-1,-1,4.75,6.75,8.25,-1,6.58
56002714,6.2,5.25,4.0,-1,-1,-1,5.75,8.0,9.0,-1,7.58
56002715,7.4,4.5,3.0,7.5,6.0,3.75,-1,-1,-1,5.75,-1
56002716,5.6,5.5,4.4,2.25,5.0,5.75,-1,-1,-1,4.33,-1
56002717,7.0,5.0,3.2,-1,-1,-1,4.25,6.75,7.75,-1,6.25
56002718,6.0,4.5,7.0,-1,-1,-1,4.5,7.25,7.0,-1,6.25
